busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,pep_ibatch_size,pep_num_threads,pep_obatch_size,pep_pes_per_node,pep_progress_thread,job_id,objective,timestamp_submit,timestamp_gather,timestamp_start,timestamp_end,dequed
False,16,15,28,42,2,fifo_wait,False,1374,16,True,292,8,422,32,False,3,-2.9712276216428215,10.577753782272339,81.25915384292603,10.640015363693237,81.25664162635803,"108,109,270,271"
False,6,7,4,14,2,fifo_wait,False,1222,16,True,43,21,849,8,True,16,-3.6277867484195574,10.578277111053467,101.69302248954773,14.481596231460571,101.69162034988403,"2262,2263,2264,2265"
True,11,2,2,37,16,fifo_wait,True,862,4,False,967,17,40,32,True,26,-3.865555065018271,10.578620910644531,116.59382939338684,18.3278706073761,116.59242153167725,"3778,3779,3798,3990"
True,15,11,29,43,8,fifo_wait,True,1776,4,True,132,23,239,32,False,20,-3.906355454315253,10.578419208526611,118.5933928489685,15.718530654907227,118.59202003479004,"2318,2319,2440,2441"
True,16,12,7,49,4,fifo_wait,False,243,4,False,81,22,100,8,False,15,-4.084542596817161,10.57822871208191,125.53292465209961,14.429436445236206,125.53165793418884,"2147,2189,2260,2261"
False,3,15,27,59,2,fifo_wait,False,1255,2,True,369,4,21,16,False,6,-4.242917674136137,10.577846050262451,130.28869104385376,11.921189546585083,130.2874596118927,"290,291,292,293"
False,12,1,4,39,16,fifo_wait,False,10,8,False,130,9,47,32,True,12,-4.334013821060675,10.57811188697815,139.95375657081604,13.254549503326416,139.9522602558136,"2038,2040,2041,2042"
False,16,14,30,9,2,fifo_wait,True,1860,16,False,30,17,345,8,False,17,-4.350261909658924,10.578325748443604,145.0010678768158,15.64787769317627,144.99972891807556,"2266,2267,2268,2269"
False,4,8,13,43,2,fifo,True,77,16,False,30,16,51,4,False,23,-4.351394604857724,10.578537464141846,145.8377285003662,17.03397560119629,145.836359500885,"3597,3724,3725,3734"
True,8,6,29,33,32,fifo_wait,False,2,16,True,191,15,87,4,True,11,-4.782279416974943,10.578077793121338,183.02123475074768,13.143538475036621,183.02004313468933,"1001,1653,1780,1781"
False,10,10,31,15,2,fifo,False,386,4,False,238,10,203,8,False,31,-4.7408247133129455,10.578762531280518,183.9649760723114,19.67971181869507,183.96370005607605,"4446,4447,4456,4458"
False,5,4,18,29,1,fifo_wait,False,142,16,False,34,6,399,4,False,22,-4.867586641373721,10.578494310379028,196.97399377822876,16.915563583374023,196.97243976593018,"2919,3002,3198,3211"
