,objective,timestamp_end
0,-4.297050610631883,144.6105179786682
1,-4.499301282635722,234.74748706817627
2,-4.57493610992717,331.9578859806061
3,-4.099112150057991,392.4355227947235
4,-5.204887908015496,574.8293960094452
5,-5.113383221822256,741.2431471347809
6,-4.988952232205596,888.2210078239441
7,-5.259787385524088,1080.844801902771
8,-5.415915690245543,1305.9802730083466
9,-5.599954928630934,1576.582036972046
10,-5.344510582476086,1786.66068482399
11,-5.319875234826138,1991.6975440979004
12,-5.3527357203434045,2203.516219854355
13,-4.487547122647166,2293.0524289608
14,-4.730976040640689,2407.143312931061
15,-5.106394954628369,2572.8586518764496
16,-5.092668611483755,2736.3169679641724
17,-4.573949553205654,2833.9347448349
18,-5.159854016114902,3008.725070953369
19,-4.956215231663738,3151.4231050014496
20,-4.612294836741344,3252.7946770191197
21,-4.401859680568623,3335.106537103653
22,-4.936110835215262,3474.9859478473663
