,objective,timestamp_end
0,-3.67720571,39.5357651866574
1,-3.279230669,66.0911001834317
2,-3.886941498,114.85262119670104
3,-3.602845407,151.55514080936695
4,-4.290748622,224.57625406416173
5,-4.660692531,330.28551781977137
6,-4.214133479,397.9210506814343
7,-4.631930047,500.63316281333806
8,-4.590728566,599.1993788154756
9,-4.006991062,654.1805652561511
10,-5.28433989,851.4045162228831
11,-5.107964292,1016.737957674858
12,-4.502975515,1107.023335187221
13,-4.200760894,1173.7604267665627
14,-4.77786014,1292.610182671946
15,-5.457318021,1527.0779254559138
16,-4.8305459,1652.3572574343552
17,-4.613457589,1753.1894412941263
18,-3.933188609,1804.2590004771755
19,-5.11420629,1970.627680557459
20,-3.92471406,2021.2662769457006
21,-4.464770428,2108.167354141197
22,-4.720037021,2220.3397594667554
23,-4.37431685,2299.7253482254514
24,-5.172627136,2476.102945512316
25,-5.616523642,2751.034903623032
26,-5.089313693,2913.3133546129343
27,-3.765443577,2956.496211147034
28,-5.291492156,3155.135816807315
29,-5.45136671,3388.212313111022
30,-3.749771792,3430.723692567145
