,objective,timestamp_end
0,-4.192174876,66.16653860391115
1,-4.344310055,143.20540516202948
2,-4.546266198,237.48513362961597
3,-4.984210337,383.5733026740212
4,-5.21394666,567.3913986891961
5,-4.616652358,668.5462332068953
6,-5.445322449,900.2182032715332
7,-5.16495299,1075.2474335258114
8,-5.441096067,1305.9423355320812
9,-5.566286297,1567.4036399243141
10,-4.651988438,1672.196793156628
11,-5.181220752,1850.0966432453797
12,-5.3110742,2052.664353037211
13,-4.767380703,2170.2751336334904
14,-5.312648936,2373.162085385301
15,-5.381120362,2590.4276405760434
16,-4.958778445,2732.847356654369
17,-4.55037556,2827.515311791124
18,-4.924160875,2965.0891633272713
19,-5.050790483,3121.2350096786695
20,-4.659822429,3226.8523355959155
21,-4.681806294,3334.8172485192854
22,-4.591455109,3433.455103136812
