,objective,timestamp_end
0,-4.192174875739236,69.28685021400452
1,-4.3443100550972815,146.4318549633026
2,-4.546266198360149,241.9378728866577
3,-4.98421033731483,388.1549777984619
4,-5.213946660074392,572.1029934883118
5,-4.616652358234068,673.3916234970093
6,-5.445322449025351,905.1936275959016
7,-5.164952989647559,1080.3539655208588
8,-5.441096067479399,1311.1786975860596
9,-5.566286297117871,1572.771676778793
10,-4.375894282157907,1663.826106548309
11,-4.806005290131205,1798.1875383853912
12,-4.785317173519125,1929.6284453868864
13,-3.864409085312856,2027.399157524109
14,-4.182350176130169,2133.5183794498444
15,-3.9498522785834815,2219.624745130539
16,-4.698757849900868,2356.5854308605194
17,-3.866735802322277,2425.080942630768
18,-3.980219980004734,2498.121246099472
19,-4.206273383557289,2631.421190738678
20,-4.619538295288554,2771.5550968647003
21,-4.011647674920985,2893.815730571747
22,-4.323968502728655,3023.919621706009
23,-3.628893161756847,3099.226146221161
24,-4.992113903167708,3314.8081822395325
25,-4.525706293497955,3476.0691595077515
26,-3.8335465086901457,3557.2498009204865
